Operation,Run,Time (seconds)
Encode,1873,805.79µs
Decode,1873,3.98ms
Decode,1874,3.75ms
Encode,1874,977.92µs
Decode,1874,4.00ms
Decode,1875,3.78ms
Encode,1875,1.09ms
Decode,1875,4.10ms
Decode,1876,3.79ms
Encode,1876,895.83µs
Decode,1876,4.04ms
Decode,1877,3.94ms
Encode,1877,942.92µs
Decode,1877,3.67ms
Decode,1878,3.50ms
Encode,1878,831.25µs
Decode,1878,4.25ms
Decode,1879,3.59ms
Encode,1879,1.10ms
Decode,1879,3.97ms
Decode,1880,3.81ms
Encode,1880,1.01ms
Decode,1880,3.86ms
Decode,1881,4.13ms
Encode,1881,855.00µs
Decode,1881,3.71ms
Decode,1882,3.69ms
Encode,1882,949.33µs
Decode,1882,4.19ms
Decode,1883,3.69ms
Encode,1883,949.50µs
Decode,1883,3.99ms
Decode,1884,3.81ms
Encode,1884,875.13µs
Decode,1884,3.87ms
Decode,1885,3.95ms
Encode,1885,1.06ms
Decode,1885,3.94ms
Decode,1886,3.64ms
Encode,1886,856.00µs
Decode,1886,3.94ms
Decode,1887,3.83ms
Encode,1887,1.05ms
Decode,1887,3.67ms
Decode,1888,3.99ms
Encode,1888,854.33µs
Decode,1888,3.80ms
Decode,1889,3.70ms
Encode,1889,907.46µs
Decode,1889,4.09ms
Decode,1890,3.69ms
Encode,1890,1.00ms
Decode,1890,4.22ms
Decode,1891,3.78ms
Encode,1891,925.67µs
Decode,1891,4.22ms
Decode,1892,3.57ms
Encode,1892,1.04ms
Decode,1892,4.26ms
Decode,1893,4.02ms
Encode,1893,817.58µs
Decode,1893,3.92ms
Decode,1894,3.72ms
Encode,1894,833.63µs
Decode,1894,4.22ms
Decode,1895,5.39ms
Encode,1895,880.21µs
Decode,1895,4.31ms
Decode,1896,4.48ms
Encode,1896,1.01ms
Decode,1896,6.80ms
Decode,1897,3.93ms
Encode,1897,925.42µs
Decode,1897,4.89ms
Decode,1898,3.81ms
Encode,1898,1.15ms
Decode,1898,5.29ms
Decode,1899,6.00ms
Encode,1899,985.13µs
Decode,1899,6.34ms
Decode,1900,6.81ms
Encode,1900,1.10ms
Decode,1900,6.33ms
Decode,1901,5.95ms
Encode,1901,970.96µs
Decode,1901,4.26ms
Decode,1902,4.69ms
Encode,1902,2.31ms
Decode,1902,4.58ms
Decode,1903,4.42ms
Encode,1903,1.35ms
Decode,1903,4.40ms
Decode,1904,4.05ms
Encode,1904,1.13ms
Decode,1904,8.10ms
Decode,1905,5.76ms
Encode,1905,1.11ms
Decode,1905,5.88ms
Decode,1906,6.92ms
Encode,1906,1.47ms
Decode,1906,5.10ms
Decode,1907,7.78ms
Encode,1907,1.07ms
Decode,1907,5.95ms
Decode,1908,4.76ms
Encode,1908,914.67µs
Decode,1908,4.95ms
Decode,1909,4.00ms
Encode,1909,925.00µs
Decode,1909,5.42ms
Decode,1910,4.51ms
Encode,1910,1.04ms
Decode,1910,4.43ms
Decode,1911,5.09ms
Encode,1911,896.17µs
Decode,1911,4.58ms
Decode,1912,5.07ms
Encode,1912,1.07ms
Decode,1912,4.36ms
Decode,1913,4.35ms
Encode,1913,878.21µs
Decode,1913,5.06ms
Decode,1914,3.94ms
Encode,1914,1.06ms
Decode,1914,4.22ms
Decode,1915,4.56ms
Encode,1915,1.11ms
Decode,1915,6.56ms
Decode,1916,3.91ms
Encode,1916,1.06ms
Decode,1916,4.76ms
Decode,1917,4.71ms
Encode,1917,1.56ms
Decode,1917,4.50ms
Decode,1918,5.12ms
Encode,1918,972.71µs
Decode,1918,5.10ms
Decode,1919,4.17ms
Encode,1919,1.09ms
Decode,1919,5.28ms
Decode,1920,4.99ms
Encode,1920,1.09ms
Decode,1920,4.04ms
Decode,1921,3.89ms
Encode,1921,870.38µs
Decode,1921,4.71ms
Decode,1922,3.75ms
Encode,1922,1.07ms
Decode,1922,5.25ms
Encode,1924,1.19ms
Decode,1924,4.28ms
Decode,1925,4.02ms
Encode,1925,892.83µs
Decode,1925,3.77ms
Decode,1926,4.85ms
Encode,1926,899.08µs
Decode,1926,4.72ms
Decode,1927,3.91ms
Encode,1927,1.70ms
Decode,1927,4.58ms
Decode,1928,3.82ms
Encode,1928,1.10ms
Decode,1928,3.74ms
Decode,1929,3.86ms
Encode,1929,817.83µs
Decode,1929,3.73ms
Decode,1930,3.95ms
Encode,1930,921.46µs
Decode,1930,3.95ms
Decode,1931,3.57ms
Encode,1931,970.33µs
Decode,1931,4.20ms
Decode,1932,3.74ms
Encode,1932,879.50µs
Decode,1932,4.28ms
Decode,1933,3.74ms
Encode,1933,997.71µs
Decode,1933,3.85ms
Decode,1934,3.48ms
Encode,1934,839.21µs
Decode,1934,3.91ms
Decode,1935,3.81ms
Encode,1935,1.03ms
Decode,1935,4.58ms
Decode,1936,4.25ms
Encode,1936,845.29µs
Decode,1936,3.84ms
Decode,1937,3.81ms
Encode,1937,889.00µs
Decode,1937,3.99ms
Decode,1938,3.42ms
Encode,1938,844.71µs
Decode,1938,3.62ms
Decode,1939,3.51ms
Encode,1939,839.21µs
Decode,1939,3.90ms
Decode,1940,3.49ms
Encode,1940,838.00µs
Decode,1940,4.36ms
Decode,1941,3.73ms
Encode,1941,920.63µs
Decode,1941,3.98ms
Decode,1942,3.59ms
Encode,1942,843.71µs
Decode,1942,3.67ms
Decode,1943,3.86ms
Encode,1943,811.46µs
Decode,1943,3.82ms
Decode,1944,3.79ms
Encode,1944,979.50µs
Decode,1944,3.93ms
Decode,1945,4.33ms
Encode,1945,872.79µs
Decode,1945,3.76ms
Decode,1946,3.82ms
Encode,1946,964.04µs
Decode,1946,4.14ms
Decode,1947,3.60ms
Encode,1947,888.29µs
Decode,1947,4.09ms
Decode,1948,3.49ms
Encode,1948,958.33µs
Decode,1948,4.18ms
Decode,1949,3.56ms
Encode,1949,882.46µs
Decode,1949,3.92ms
Decode,1950,3.86ms
Encode,1950,826.29µs
Decode,1950,3.90ms
Decode,1951,4.01ms
Encode,1951,832.92µs
Decode,1951,3.80ms
Decode,1952,3.65ms
Encode,1952,855.58µs
Decode,1952,3.86ms
Decode,1953,3.76ms
Encode,1953,905.21µs
Decode,1953,4.01ms
Decode,1954,3.61ms
Encode,1954,926.04µs
Decode,1954,4.03ms
Decode,1955,3.51ms
Encode,1955,1.05ms
Decode,1955,4.48ms
Decode,1956,3.68ms
Encode,1956,1.14ms
Decode,1956,3.90ms
Decode,1957,3.61ms
Encode,1957,809.21µs
Decode,1957,3.80ms
Decode,1958,3.91ms
Encode,1958,845.75µs
Decode,1958,3.92ms
Decode,1959,4.03ms
Encode,1959,827.42µs
Decode,1959,3.86ms
Decode,1960,3.66ms
Encode,1960,860.88µs
Decode,1960,4.06ms
Decode,1961,3.82ms
Encode,1961,999.75µs
Decode,1961,4.03ms
Decode,1962,3.75ms
Encode,1962,932.67µs
Decode,1962,3.87ms
Decode,1963,3.57ms
Encode,1963,798.46µs
Decode,1963,4.12ms
Decode,1964,3.82ms
Encode,1964,1.09ms
Decode,1964,3.61ms
Decode,1965,3.68ms
Encode,1965,925.08µs
Decode,1965,3.86ms
Decode,1966,3.90ms
Encode,1966,901.08µs
Decode,1966,3.89ms
Decode,1967,4.39ms
Encode,1967,870.38µs
Decode,1967,3.73ms
Decode,1968,3.63ms
Encode,1968,905.21µs
Decode,1968,3.72ms
Decode,1969,3.58ms
Encode,1969,920.33µs
Decode,1969,4.25ms
Decode,1970,3.58ms
Encode,1970,921.75µs
Decode,1970,3.77ms
Decode,1971,3.38ms
Encode,1971,793.92µs
Decode,1971,3.61ms
Decode,1972,3.53ms
Encode,1972,1.00ms
Decode,1972,3.75ms
Decode,1973,3.73ms
Encode,1973,956.13µs
Decode,1973,3.75ms
Decode,1974,3.57ms
Encode,1974,832.21µs
Decode,1974,3.96ms
Decode,1975,4.02ms
Encode,1975,917.58µs
Decode,1975,3.92ms
Decode,1976,4.01ms
Encode,1976,845.75µs
Decode,1976,3.80ms
Decode,1977,3.73ms
Encode,1977,984.88µs
Decode,1977,3.80ms
Decode,1978,3.80ms
Encode,1978,925.75µs
Decode,1978,4.40ms
Decode,1979,3.52ms
Encode,1979,861.54µs
Decode,1979,4.01ms
Decode,1980,3.98ms
Encode,1980,900.88µs
Decode,1980,4.16ms
Decode,1981,3.82ms
Encode,1981,870.21µs
Decode,1981,3.87ms
Decode,1982,3.68ms
Encode,1982,866.75µs
Decode,1982,3.85ms
Decode,1983,4.08ms
Encode,1983,895.21µs
Decode,1983,3.71ms
Decode,1984,3.75ms
Encode,1984,871.46µs
Decode,1984,4.06ms
Decode,1985,3.74ms
Encode,1985,905.21µs
Decode,1985,3.83ms
Decode,1986,3.52ms
Encode,1986,848.25µs
Decode,1986,4.25ms
Decode,1987,3.85ms
Encode,1987,1.10ms
Decode,1987,3.91ms
Decode,1988,4.24ms
Encode,1988,886.83µs
Decode,1988,4.13ms
Decode,1989,4.18ms
Encode,1989,1.04ms
Decode,1989,3.66ms
Decode,1990,4.00ms
Encode,1990,849.54µs
Decode,1990,3.61ms
Decode,1991,3.76ms
Encode,1991,797.25µs
Decode,1991,3.52ms
Decode,1992,3.43ms
Encode,1992,806.88µs
Decode,1992,3.37ms
Decode,1993,3.78ms
Encode,1993,823.29µs
Decode,1993,3.41ms
Decode,1994,3.85ms
Encode,1994,825.46µs
Decode,1994,3.48ms
Decode,1995,4.00ms
Encode,1995,968.00µs
Decode,1995,3.99ms
Decode,1996,3.48ms
Encode,1996,826.96µs
Decode,1996,3.97ms
Decode,1997,3.73ms
Encode,1997,894.17µs
Decode,1997,4.20ms
Decode,1998,4.19ms
Encode,1998,894.04µs
Decode,1998,4.34ms
Decode,1999,5.34ms
Encode,1999,955.38µs
Decode,1999,4.80ms
